id,name,birthdate,deathdate
797,Bill Murray,2026-09-21,
798,Bill Nunn,2026-10-20,2026-09-24
799,Bill Paterson,2026-06-03,
800,Bill Paxton,2026-05-17,2026-02-25
801,Bill Plympton,2026-04-30,
802,Bille August,2026-11-09,
803,Bille Woodruff,,
804,Billie Burke,1884-08-07,2026-05-14
805,Billie Whitelaw,2026-06-06,2026-12-21
806,Billy Aaron Brown,2026-07-28,
807,Billy Barty,2026-10-25,2026-12-23
808,Billy Blair,,
809,Billy Bob Thornton,2026-08-04,
810,Billy Boyd,2026-08-28,
811,Billy Brown,,
812,Billy Burke,2026-11-25,
813,Billy Campbell,2026-07-07,
814,Billy Crudup,2026-07-08,
815,Billy Drago,2026-11-30,
816,Billy Gardell,2026-08-20,
817,Billy Gilbert,1880-03-21,2026-01-20
818,Billy Kent,,
819,Billy Ray,,
820,Billy West,2026-04-16,
821,Billy Wilder,2026-06-22,2026-03-27
822,Bin Won,2026-11-10,
823,Bingbing Fan,2026-09-16,
824,Bingbing Li,2026-02-27,
825,Bipasha Basu,2026-01-07,
826,Birgitte Hjort S?rensen,2026-01-16,
827,Birol ?nel,2026-08-18,
828,Bj?rk,,
829,Bj?rn Hlynur Haraldsson,,
830,Bj?rn Sundquist,2026-06-16,
831,Black Thomas,2026-08-28,
832,Blaine Anderson,,
833,Blair Brown,2026-04-23,
834,Blair Erickson,,
835,Blair Hayes,,
836,Blair Underwood,2026-08-25,
837,Blake Edwards,2026-07-26,2026-12-15
838,Blake Lindsley,2026-12-19,
839,Blake Ritson,2026-01-14,
840,Blanchard Ryan,2026-01-12,
841,Blaz Zavrsnik,2026-07-17,
842,Blythe Auffarth,,
843,Blythe Danner,2026-02-03,
844,Bo Huang,2026-08-26,
845,Bo Welch,2026-11-30,
846,Bo Zenga,,
847,Boaz Yakin,,
848,Bob Balaban,2026-08-16,
849,Bob Clark,2026-08-05,2026-04-04
850,Bob Clendenin,2026-04-14,
851,Bob Costas,2026-03-22,
852,Bob Dole,2026-07-22,
853,Bob Dolman,,
854,Bob Dylan,2026-05-24,
855,Bob Eubanks,2026-01-08,
856,Bob Fosse,2026-06-23,2026-09-23
857,Bob Giraldi,2026-01-17,
858,Bob Gosse,2026-01-09,
859,Bob Gunton,2026-11-15,
860,Bob Hoskins,2026-10-26,2026-04-29
861,Bob Marley,2026-02-06,2026-05-11
862,Bob Neill,,
863,Bob Newhart,2026-09-05,
864,Bob Odenkirk,2026-10-22,
865,Bob Peck,2026-08-23,2026-04-04
866,Bob Proctor,,
867,Bob Rafelson,2026-02-21,
868,Bob Ross,2026-06-26,
869,Bob Saget,2026-05-17,
870,Bob Spiers,2026-09-27,2026-12-08
871,Bobb'e J. Thompson,2026-02-28,
872,Bobbie Phillips,2026-01-29,
873,Bobby Batson,,
874,Bobby Block,2026-12-10,2026-05-13
875,Bobby Brown,,
876,Bobby Coleman,2026-05-05,
877,Bobby Deol,,
878,Bobby Farrelly,2026-06-17,
879,Bobby Kendall,,
880,Bobby Lee,2026-09-17,
881,Bobby Moynihan,2026-01-31,
882,Bobby Roth,,
883,Bobcat Goldthwait,2026-05-26,
884,Bojana Novakovic,2026-11-17,
885,Bokeem Woodbine,2026-04-13,
886,Bolaji Badejo,2026-08-23,2026-12-22
887,Bolo Yeung,2026-02-27,
888,Boman Irani,2026-12-02,
889,Bonnie Henna,,
890,Bonnie Hunt,2026-09-22,
891,Bonnie Lee Bouman,,
892,Bonnie Somerville,2026-02-24,
893,Bono,2026-05-10,
894,Bonz Malone,,
895,Boris Kodjoe,2026-03-08,
896,Boris Rodriguez,,
897,Boyd Banks,2026-04-16,
898,Boyd Holbrook,2026-09-01,
899,Boys II Men,2026-09-26,
900,Brad Anderson,,
901,Brad Bird,2026-09-24,
902,Brad Copeland,,
903,Brad Furman,,
904,Brad Garrett,2026-04-14,
905,Brad J. Silverman,,
906,Brad James,,
907,Brad Lee Wind,2026-04-10,
908,Brad Leland,2026-09-15,
909,Brad Peyton,,
910,Brad Pitt,2026-12-18,
911,Brad Renfro,2026-07-25,2026-01-15
912,Brad Schmidt,2026-05-31,
913,Brad Silberling,2026-09-08,
914,Brad William Henke,2026-04-10,
915,Bradley Cooper,2026-01-05,
916,Bradley Parker,,
917,Bradley Pierce,2026-10-23,
918,Bradley Rust Gray,,
919,Bradley Whitford,2026-10-10,
920,Brady Corbet,2026-08-17,
921,Braeden Lemasters,2026-01-27,
922,Brahim Achabbakhe,2026-05-17,
923,Brahmanandam,2026-02-01,
924,Brandon Camp,,
925,Brandon Cronenberg,,
926,Brandon Landers,,
927,Brandon Middleton,,
928,Brandon Molale,2026-11-24,
929,Brandon Smith,2026-05-29,
930,Brandon T. Jackson,2026-03-07,
931,Brandon Trost,2026-08-29,
932,Brandy Norwood,2026-02-11,
933,Branko Djuric,2026-05-28,
934,Breck Eisner,2026-12-24,
935,Bree Turner,2026-03-10,
936,Bree Williamson,2026-12-28,
937,Brenda Bakke,2026-05-15,
938,Brenda Blethyn,2026-02-20,
939,Brenda Chapman,2026-11-01,
940,Brenda Fricker,2026-02-17,
941,Brenda Song,2026-03-27,
942,Brenda Strong,2026-03-25,
943,Brenda Vaccaro,2026-11-18,
944,Brendan Coyle,2026-12-02,
945,Brendan Doogie Milewski,,
946,Brendan Fehr,2026-10-29,
947,Brendan Fraser,2026-12-03,
948,Brendan Mackey,,
949,Brendan Malloy,,
950,Brendan Sexton III,2026-02-21,
951,Brendon Eggertsen,,
952,Brent Anderson,,
953,Brent David Fraser,2026-02-21,
954,Brent Neale,2026-04-17,
955,Brent Sexton,2026-08-12,
956,Brenton Spencer,,
957,Brett Cullen,2026-08-26,
958,Brett Leonard,2026-05-14,
959,Brett Piper,,
960,Brett Ratner,2026-03-28,
961,Brett Wagner,,
962,Brian A Miller,,
963,Brian Anthony Wilson,2026-02-22,
964,Brian Austin Green,2026-07-15,
965,Brian Baugh,,
966,Brian Blessed,2026-10-09,
967,Brian Bosworth,2026-03-09,
968,Brian Caunter,,
969,Brian d'Arcy James,2026-06-29,
970,Brian Dannelly,,
971,Brian De Palma,2026-09-11,
972,Brian Dennehy,2026-07-09,
973,Brian Dietzen,2026-11-14,
974,Brian Dorton,,
975,Brian Doyle-Murray,2026-10-31,
976,Brian Eno,2026-05-15,
977,Brían F. O'Byrne,2026-05-16,
978,Brian Geraghty,2026-05-13,
979,Brian Gibson,2026-09-22,2026-01-04
980,Brian Helgeland,2026-01-17,
981,Brian Henson,2026-11-03,
982,Brian Herzlinger,2026-02-19,
983,Brian Howe,,
984,Brian Johnson,,
985,Brian Keith,2026-11-14,2026-06-24
986,Brian Klugman,2026-09-14,
987,Brian Koppelman,,
988,Brian Lee Franklin,,
989,Brian Levant,2026-08-06,
990,Brian McNamara,2026-11-21,
991,Brian O'Halloran,2026-12-20,
992,Brian Percival,,
993,Brian Robbins,2026-11-22,
994,Brian Steele,,
995,Brian Stepanek,2026-02-06,
996,Brian Thompson,2026-08-28,
997,Brian Trenchard-Smith,,
998,Brian Van Holt,2026-07-06,
999,Brian Whitaker,,
1000,Brian Yuzna,,
1001,Brianna Brown,2026-10-02,
1002,Brianne Brozey,2026-08-25,
1003,Bridget Fonda,2026-01-27,
1004,Bridgette Wilson-Sampras,2026-09-25,
1005,Bridgit Mendler,2026-12-18,
1006,Brighton Sharbino,,
1007,Brigitte Bardot,2026-09-28,
1008,Brigitte Helm,2026-03-17,2026-06-11
1009,Brigitte Nielsen,2026-07-15,
1010,Brion James,2026-02-04,
1011,Brit Morgan,2026-09-24,
1012,Britney Spears,2026-12-02,
1013,Britt Allcroft,2026-12-14,
1014,Britt Ekland,2026-10-06,
1015,Brittany Curran,2026-06-02,
1016,Brittany Daniel,2026-03-17,
1017,Brittney Powell,2026-03-04,
1018,Brock Baker,,
1019,Brock Peters,2026-07-02,2026-08-23
1020,Bronagh Gallagher,,
1021,Bronwen Hughes,,
1022,Brooke Bundy,2026-08-08,
1023,Brooke Newton,2026-06-05,
1024,Brooke Shields,2026-05-31,
1025,Brooke Smith,2026-05-22,
1026,Brooklynn Proulx,2026-04-27,
1027,Bruce Alexander,,
1028,Bruce Altman,2026-07-03,
1029,Bruce Beresford,2026-08-16,
1030,Bruce Boxleitner,2026-05-12,
1031,Bruce Campbell,2026-06-22,
1032,Bruce Davison,2026-06-28,
1033,Bruce Dellis,,
1034,Bruce Dern,2026-06-04,
1035,Bruce Gooch,,
1036,Bruce Goodchild,,
1037,Bruce Green,,
1038,Bruce Greenwood,2026-08-12,
1039,Bruce Hopkins,2026-11-25,
1040,Bruce Hunt,,
1041,Bruce Kerr,,
1042,Bruce Macdonald,2026-05-28,
1043,Bruce Malmuth,2026-02-04,2026-06-29
1044,Bruce McCulloch,2026-05-12,
1045,Bruce McDonald,2026-05-28,
1046,Bruce McGill,2026-07-11,
1047,Bruce Newbold,,
1048,Bruce Paltrow,2026-11-26,2026-10-03
1049,Bruce Payne,2026-11-22,
1050,Bruce Spence,2026-09-17,
1051,Bruce Thomas,,
1052,Bruce Vilanch,2026-11-23,
1053,Bruce Willis,2026-03-19,
1054,Bruno Barreto,2026-03-16,
1055,Bruno Campos,2026-12-03,
1056,Bruno Ganz,2026-03-22,
1057,Bruno Kirby,2026-04-28,2026-08-14
1058,Bryan Barber,,
1059,Bryan Brown,2026-06-23,
1060,Bryan Callen,2026-01-26,
1061,Bryan Dick,2026-08-23,
1062,Bryan Singer,2026-09-17,
1063,Bryce Dallas Howard,2026-03-02,
1064,Bubba Smith,,
1065,Bud Cort,2026-03-29,
1066,Bunta Sugawara,2026-08-16,2026-11-28
1067,Burgess Meredith,2026-11-16,2026-09-09
1068,Burghart Klau?ner,2026-09-13,
1069,Burl Ives,2026-06-14,2026-04-14
1070,Burr Steers,2026-10-08,
1071,Burt Kwouk,2026-07-18,2026-05-24
1072,Burt Ward,2026-07-06,
1073,Burt Young,2026-04-30,
1074,Buster Keaton,1895-10-04,2026-02-01
1075,Busy Philipps,2026-06-25,
1076,Buzz Aldrin,2026-01-20,
1077,Byron Howard,2026-12-26,
1078,Byron Mann,,
1079,C. Fraser Press,,
1080,C. Jay Cox,,
1081,Cabrina Collesides,,
1082,Caitlin FitzGerald,,
1083,Caitlin Stasey,2026-05-01,
1084,Caitlyn Jenner,2026-10-28,
1085,Caity Lotz,2026-12-30,
1086,Cal Brunker,,
1087,Caleb Landry Jones,2026-12-07,
1088,Callie Khouri,2026-11-27,
1089,Callie Thorne,2026-11-20,
1090,Callum Blue,2026-08-19,
1091,Callum Rennie,2026-09-14,
1092,Calvin Lockhart,2026-10-18,2026-03-29
1093,Cam Clarke,2026-11-06,
1094,Cameron Boyce,2026-05-28,
1095,Cameron Bright,2026-01-26,
1096,Cameron Crowe,2026-07-13,
1097,Cameron Mills,,
1098,Cameron Monaghan,2026-08-16,
1099,Cameron Rhodes,2026-08-01,
1100,Camille Delamarre,2026-10-03,
1101,Campbell Scott,2026-07-19,
1102,Camren Bicondova,2026-05-22,
1103,Camryn Manheim,2026-03-08,
1104,Candace Kroslak,2026-07-22,
1105,Candice Bergen,2026-05-09,
1106,Cara Delevingne,2026-08-12,
1107,Cara Horgan,,
1108,Cara Seymour,,
1109,Carel Struycken,2026-07-30,
1110,Cariba Heine,2026-10-01,
1111,Carl Franklin,2026-04-11,
1112,Carl Gilliard,2026-04-18,
1113,Carl Rinsch,,
1114,Carl Theodor Dreyer,1889-02-03,2026-03-20
1115,Carl Weathers,2026-01-14,
1116,Carla Gallo,2026-06-24,
1117,Carlease Burke,,
1118,Carlo Cecchi,2026-01-25,
1119,Carlos Alazraqui,2026-07-20,
1120,Carlos Bardem,2026-03-07,
1121,Carlos Carrera,2026-08-18,
1122,Carlos Gallardo,,
1123,Carlos Lasarte,2026-09-14,
1124,Carlos Ponce,2026-09-04,
1125,Carlos Saldanha,2026-01-24,
1126,Carlos Saura,2026-01-04,
1127,Carly Schroeder,2026-10-18,
1128,Carmen Argenziano,2026-10-27,
1129,Carmen Ejogo,2026-10-22,
1130,Carmen Electra,2026-04-20,
1131,Carmen Marron,,
1132,Carmen Maura,2026-09-15,
1133,Carmen Perez,,
1134,Carmine Giovinazzo,2026-08-24,
1135,Carol Ann Susi,2026-02-02,2026-11-11
1136,Carol Block,,
1137,Carol Channing,2026-01-31,
1138,Carol Kane,2026-06-18,
1139,Carol Reed,2026-12-30,2026-04-25
1140,Carol Sutton,,
1141,Carole Bouquet,2026-08-18,
1142,Caroline Dhavernas,2026-05-15,
1143,Caroline Goodall,2026-11-13,
1144,Caroline Link,2026-06-02,
1145,Caroline Munro,2026-01-16,
1146,Caroll Spinney,2026-12-26,
1147,Carolyn Hennesy,2026-06-10,
1148,Carrie Bradstreet,,
1149,Carrie Henn,2026-05-07,
1150,Carrie Preston,2026-06-21,
1151,Carroll Baker,2026-05-28,
1152,Carroll Ballard,2026-10-14,
1153,Carroll O'Connor,2026-08-02,2026-06-21
1154,Carter Jenkins,2026-09-04,
1155,Carter Smith,2026-09-06,
1156,Cary Bell,,
1157,Cary-Hiroyuki Tagawa,2026-09-27,
1158,Caryn Waechter,,
1159,Cas Anvar,,
1160,Casey Affleck,2026-08-12,
1161,Casey Gooden,,
1162,Casey Kasem,2026-04-27,2026-06-15
1163,Casey Siemaszko,2026-03-17,
1164,Casper Christensen,2026-08-22,
1165,Casper Crump,2026-07-11,
1166,Casper Martinez,,
1167,Cassandra Nicolaou,,
1168,Cassandra Peterson,2026-09-17,
1169,Cassidy Gifford,2026-08-02,
1170,Cassie Ventura,2026-08-26,
1171,Cat Ly,,
1172,Catalina Sandino Moreno,2026-04-19,
1173,Catherine Bell,2026-08-14,
1174,Catherine Deneuve,2026-10-22,
1175,Catherine Dent,2026-04-14,
1176,Catherine Dyer,,
1177,Catherine Gund,,
1178,Catherine Hardwicke,2026-10-21,
1179,Catherine Hicks,2026-08-06,
1180,Catherine Jelski,,
1181,Catherine Lambert,,
1182,Catherine Lough Haggquist,,
1183,Catherine McCormack,2026-04-03,
1184,Catherine O'Hara,2026-03-04,
1185,Catherine Owens,,
1186,Catherine Parks,2026-12-10,
1187,Catherine Schell,2026-07-17,
1188,Catherine Tate,2026-05-12,
1189,Cathryn de Prume,2026-07-04,
1190,Cathy Malkasian,,
1191,Cathy Moriarty,2026-11-29,
1192,Catriona MacColl,2026-10-03,
1193,CCH Pounder,2026-12-25,
1194,Cecelia Antoinette,,
1195,Cecil B. DeMille,1881-08-12,2026-01-21
1196,Cecil Kellaway,1893-08-22,2026-02-28
1197,Cécile De France,2026-07-17,
1198,Cecilia Pillado,,
1199,Cédric Klapisch,2026-09-04,
1200,Cedric Nicolas-Troyan,2026-03-09,
1201,Cedric the Entertainer,2026-04-24,
1202,Celeste Holm,2026-04-29,2026-07-15
1203,Celia Imrie,2026-07-15,
1204,Celia Weston,2026-12-14,
1205,Celina Beach,,
1206,Celina Jade,2026-06-10,
1207,Cem Yilmaz,2026-04-23,
1208,Cesar Romero,2026-02-15,2026-01-01
1209,Chad Allen,2026-06-05,
1210,Chad Bishop,,
1211,Chad Hartigan,2026-08-31,
1212,Chad Kapper,,
1213,Chad L. Coleman,2026-09-06,
1214,Chad Lindberg,2026-11-01,
1215,Chad Lowe,2026-01-15,
1216,Chan-wook Park,2026-08-23,
1217,Chandler Canterbury,2026-12-15,
1218,Channing Tatum,2026-04-26,
1219,Chao-Bin Su,,
1220,Charice,2026-09-05,
1221,Charis Michelsen,2026-12-30,
1222,Charla Cochran,2026-03-28,
1223,Charles Adelman,2026-08-31,
1224,Charles Aidman,2026-01-21,2026-11-07
1225,Charles Aznavour,2026-05-22,
1226,Charles Baker,2026-02-27,
1227,Charles Binamé,,
1228,Charles Chaplin,1889-04-16,2026-12-25
1229,Charles Ferguson,2026-03-24,
1230,Charles Grodin,2026-04-21,
1231,Charles Herman-Wurmfeld,2026-07-05,
1232,Charles Irving Beale,,
1233,Charles Keating,2026-10-22,2026-08-08
1234,Charles King,,
1235,Charles Linton,,
1236,Charles Martin Smith,2026-10-30,
1237,Charles Martinet,,
1238,Charles Matthau,2026-12-10,
1239,Charles Mesure,2026-08-12,
1240,Charles Napier,2026-04-12,2026-10-05
1241,Charles Robert Carner,2026-04-30,
1242,Charles S. Dutton,2026-01-30,
1243,Charles Shyer,2026-10-11,
1244,Charles Stone III,,
1245,Charles T. Kanganis,,
1246,Charlie Bewley,2026-01-25,
1247,Charlie Hunnam,2026-04-10,
1248,Charlie Kaufman,2026-11-19,
1249,Charlie Korsmo,2026-07-20,
1250,Charlie Levi,,
1251,Charlie McDermott,2026-04-06,
1252,Charlie Murphy,,
1253,Charlie Rowe,2026-01-05,
1254,Charlie Saxton,,
1255,Charlie Tahan,,
1256,Charlie Talbert,2026-12-13,
1257,Charlie Yeung,2026-05-23,
1258,Charlize Theron,2026-08-07,
1259,Charlotte B?ving,2026-08-15,
1260,Charlotte Le Bon,2026-09-04,
1261,Charlotte Lewis,2026-08-07,
1262,Charlotte Rae,2026-04-22,
1263,Charlotte Rampling,2026-02-05,
1264,Charlotte Stewart,2026-02-27,
1265,Charlotte Sullivan,2026-10-21,
1266,Charly Bivona,,
1267,Charlyne Yi,2026-01-04,
1268,Chase Armitage,2026-08-02,
1269,Chase Ellison,2026-09-22,
1270,Chase Masterson,2026-02-26,
1271,Chasty Ballesteros,,
1272,Chatchai Plengpanich,,
1273,Chatrichalerm Yukol,2026-11-29,
1274,Chazz Palminteri,2026-05-15,
1275,Cheech Marin,2026-07-13,
1276,Chelan Simmons,2026-10-29,
1277,Chelcie Ross,2026-10-26,
1278,Chelse Swain,2026-05-25,
1279,Chelsea Bond,,
1280,Chelsea Field,2026-05-27,
1281,Chelsea Handler,2026-02-25,
1282,Chelsey Reist,,
1283,Chemeeka Walker,,
1284,Chen Chang,2026-10-14,
1285,Chenoa Maxwell,2026-11-16,
1286,Cherami Leigh,2026-07-19,
1287,Cheri Oteri,2026-09-19,
1288,Cherry Jones,2026-11-21,
1289,Cheryl Dunye,2026-05-13,
1290,Cheryl Hines,2026-09-21,
1291,Cheryl Ladd,2026-07-12,
1292,Cheryl Penland,,
1293,Cheryl Tiegs,2026-09-25,
1294,Chester,2026-01-20,
1295,Cheyenne Jackson,2026-07-12,
1296,Chi Chung Lam,2026-08-16,
1297,Chi Ling Chiu,,
1298,Chi McBride,2026-09-23,
1299,Chi Muoi Lo,,
1300,Chia-Liang Liu,2026-08-01,2026-06-25
1301,Chiaki Kuriyama,2026-10-10,
1302,Chiara Caselli,2026-12-22,
1303,Chin-Chien Chang,,
1304,China Chow,2026-04-15,
1305,Ching Wan Lau,2026-02-16,
1306,Chita Rivera,2026-01-23,
1307,Chloe Bridges,2026-12-27,
1308,Chlo? Grace Moretz,2026-02-10,
1309,Chloe Hollings,,
1310,Chloe Rose,2026-10-25,
1311,Chris 'Wonder' Schoeck,,
1312,Chris Andrew Ciulla,2026-07-28,
1313,Chris Atkins,,
1314,Chris Barrie,2026-03-28,
1315,Chris Bauer,2026-10-28,
1316,Chris Brochu,,
1317,Chris Brown,2026-05-05,
1318,Chris Buck,,
1319,Chris Butler,,
1320,Chris Carter,2026-10-13,
1321,Chris Cleveland,,
1322,Chris Columbus,2026-09-10,
1323,Chris Cox,,
1324,Chris D'Arienzo,2026-04-14,
1325,Chris Eigeman,2026-03-01,
1326,Chris Elliott,2026-05-31,
1327,Chris Ellis,2026-04-14,
1328,Chris Evans,2026-06-13,
1329,Chris Eyre,,
1330,Chris Gauthier,2026-01-27,
1331,Chris Geere,2026-03-18,
1332,Chris Gorak,,
1333,Chris Harrison,2026-07-26,
1334,Chris Hemsworth,2026-08-11,
1335,Chris Kattan,2026-10-19,
1336,Chris Kentis,2026-10-23,
1337,Chris Klein,2026-03-14,
1338,Chris Koch,,
1339,Chris Lowell,2026-10-17,
1340,Chris Marker,2026-07-29,2026-07-29
1341,Chris Marquette,2026-10-03,
1342,Chris Miller,2026-09-23,
1343,Chris Moss,,
1344,Chris Mulkey,2026-05-03,
1345,Chris Nahon,2026-12-05,
1346,Chris New,2026-02-17,
1347,Chris Noonan,2026-11-14,
1348,Chris Noth,2026-11-13,
1349,Chris Owen,2026-09-07,
1350,Chris Paine,2026-08-26,
1351,Chris Parnell,2026-02-05,
1352,Chris Penn,2026-10-10,2026-01-24
1353,Chris Pontius,2026-07-16,
1354,Chris Roberts,,
1355,Chris Robinson,2026-11-05,
1356,Chris Rock,2026-02-07,
1357,Chris Shadley,2026-07-21,
1358,Chris Stokes,,
1359,Chris Thomas,,
1360,Chris Wedge,2026-03-20,
1361,Chris Weitz,2026-11-30,
1362,Chris Young,2026-04-28,
1363,Chris Zylka,2026-05-09,
1364,Chriss Anglin,,
1365,Christa B. Allen,2026-11-11,
1366,Christa Miller,2026-05-28,
1367,Christel Khalil,2026-11-30,
1368,Christian Alvarez,2026-07-25,
1369,Christian Alvart,2026-05-28,
1370,Christian Anderson,2026-12-26,2026-12-01
1371,Christian Bale,2026-01-30,
1372,Christian Berkel,2026-10-28,
1373,Christian Camargo,2026-07-07,
1374,Christian Campbell,2026-05-12,
1375,Christian Carion,2026-01-04,
1376,Christian Clavier,2026-05-06,
1377,Christian Clemenson,2026-03-17,
1378,Christian Ditter,,
1379,Christian Duguay,,
1380,Christian E. Christiansen,2026-12-14,
1381,Christian Kapper,,
1382,Christian Keyes,,
1383,Christian Monzon,,
1384,Christian Sesma,,
1385,Christian Stolte,2026-10-16,
1386,Christian Volckman,,
1387,Christiana Leucas,,
1388,Christie Burke,,
1389,Christina Chambers,2026-10-24,
1390,Christina Cox,2026-07-31,
1391,Christina Hart,2026-07-21,
1392,Christina Milian,2026-09-26,
1393,Christina Moore,,
1394,Christina Vidal,2026-11-18,
1395,Christine Cavanaugh,2026-08-16,2026-12-22
1396,Christine Jeffs,2026-01-29,
1397,Christine Lakin,2026-01-25,
1398,Christine Taylor,2026-07-30,
1399,Christo Jivkov,2026-02-18,
1400,Christoph Waltz,2026-10-04,
1401,Christophe Ali,,
1402,Christophe Barratier,2026-06-17,
1403,Christophe Cherki,,
1404,Christophe Gans,2026-03-11,
1405,Christopher Abbott,,
1406,Christopher Atkins,2026-02-21,
1407,Christopher B. Duncan,,
1408,Christopher Barnard,,
1409,Christopher Berry,,
1410,Christopher Cain,2026-10-29,
1411,Christopher Cousins,2026-09-27,
1412,Christopher Denham,,
1413,Christopher Erskin,,
1414,Christopher Evan Welch,2026-09-28,2026-12-02
1415,Christopher Guest,2026-02-05,
1416,Christopher Heyerdahl,2026-09-18,
1417,Christopher Hutson,,
1418,Christopher James Baker,,
1419,Christopher Judge,2026-10-13,
1420,Christopher Lambert,2026-03-29,
1421,Christopher Landon,2026-02-27,
1422,Christopher Lee,2026-05-27,2026-06-07
1423,Christopher Leitch,,
1424,Christopher M. Bessette,,
1425,Christopher Masterson,2026-01-22,
1426,Christopher McQuarrie,,
1427,Christopher Meloni,2026-04-02,
1428,Christopher Morris,2026-09-05,
1429,Christopher Nicholas Smith,,
1430,Christopher Nolan,2026-07-30,
1431,Christopher Rich,2026-09-16,
1432,Christopher Robin Miller,2026-05-29,
1433,Christopher Schmidt,,
1434,Christopher Scott Cherot,,
1435,Christopher Simpson,2026-07-09,
1436,Christopher Smith,2026-07-17,
1437,Christopher Sommers,,
1438,Christopher Spencer,,
1439,Christopher Toler,2026-11-11,
1440,Christopher Webster,,
1441,Chrystale Wilson,,
1442,Chrystee Pharris,2026-03-07,
1443,Chuan Lu,2026-02-08,
1444,Chuck Bowman,2026-06-02,
1445,Chuck Mitchell,2026-11-28,2026-06-22
1446,Chuck Russell,2026-05-09,
1447,Chuck Sheetz,2026-12-31,
1448,Chuck Zito,2026-03-01,
1449,Chulpan Khamatova,2026-10-01,
1450,Ciarán Foy,,
1451,Cicely Tyson,2026-12-18,
1452,Cinda McCain,,
1453,Cindy Robinson,2026-04-06,
1454,Cindy Williams,2026-08-22,
1455,CindyMarie Small,,
1456,Circus-Szalewski,,
1457,CJ Adams,,
1458,Cjon Saulsberry,,
1459,Claire Adams,,
1460,Claire Bloom,2026-02-15,
1461,Claire Foy,2026-04-16,
1462,Claire Geare,,
1463,Claire Gordon-Harper,,
1464,Clare Higgins,2026-11-10,
1465,Clare Kilner,,
1466,Clare Kramer,2026-09-03,
1467,Clarence Williams III,2026-08-21,
1468,Clark Baker,,
1469,Clark Gregg,2026-04-02,
1470,Clark Johnson,2026-09-10,
1471,Clarke Peters,2026-04-07,
1472,Claude Akins,2026-05-25,2026-01-27
1473,Claude Chabrol,2026-06-24,2026-09-12
1474,Claude Miller,2026-02-20,2026-04-04
1475,Claude Rains,1889-11-10,2026-05-30
1476,Claude-Oliver Rudolph,2026-11-30,
1477,Claudette Colbert,2026-09-13,2026-07-30
1478,Claudette Lalí,2026-08-01,
1479,Claudia Cardinale,2026-04-15,
1480,Claudia Christian,2026-08-10,
1481,Claudia Ferri,,
1482,Claudia Lapacó,2026-06-25,
1483,Claudia Llosa,2026-11-15,
1484,Claudia Sainte-Luce,,
1485,Claudia Stedelin,,
1486,Claudiu Trandafir,2026-09-15,
1487,Clay Kaytis,,
1488,Clayne Crawford,2026-04-20,
1489,Clayton Rohner,2026-08-05,
1490,Clayton Snyder,2026-09-09,
1491,Clé Bennett,2026-03-18,
1492,Clea DuVall,2026-09-25,
1493,Cleavon Little,2026-06-01,2026-10-22
1494,Clemens Schick,2026-02-15,
1495,Cliff Edwards,1895-06-14,2026-07-17
1496,Cliff Robertson,2026-09-09,2026-09-10
1497,Clifton Collins Jr.,2026-06-16,
1498,Clifton James,2026-01-13,
1499,Clifton Powell,2026-03-16,
1500,Clint Eastwood,2026-05-31,
1501,Clint Howard,2026-04-20,
1502,Clint Jordan,,
1503,Clint Jung,,
1504,Clint Mansell,2026-01-07,
1505,Clive Barker,2026-10-05,
1506,Clive Revill,2026-04-18,
1507,Clive Russell,2026-12-07,
1508,Clive Standen,2026-07-22,
1509,Clive Swift,2026-02-09,
1510,Clotilde Mollet,,
1511,Clovis Fouin,,
1512,Clu Gulager,2026-11-16,
1513,Clyde Kusatsu,2026-09-13,
1514,Cody Cameron,2026-10-12,
1515,Cody Howard,,
1516,Cody Linley,2026-11-20,
1517,Cole Hauser,2026-03-22,
